Gene,A1,A2,A3,B1,B2,B3,C1,C2,C3
0610007P14Rik,1049,950,934,1068,1140,947,1393,907,1427
0610009B22Rik,283,590,615,241,383,608,299,186,696
0610010F05Rik,352,678,1377,958,879,616,332,0,186
0610011F06Rik,430,565,553,462,558,688,710,826,706
0610012G03Rik,480,589,683,324,596,673,909,933,419
0610037L13Rik,467,570,593,558,330,423,356,198,568
1110001J03Rik,325,196,424,311,287,346,111,77,260
1110004E09Rik,314,550,462,243,259,369,298,173,294
1110004F10Rik,2387,3393,3269,3072,3694,3127,3209,3842,2916
1110007C09Rik,373,553,438,419,278,823,290,254,203
1110008F13Rik,1188,1908,1990,1677,1593,1397,1129,989,661
1110008L16Rik,448,1384,764,894,1103,1273,965,0,23
1110012L19Rik,314,226,264,266,431,67,600,791,261
1110032A03Rik,249,499,254,312,106,286,111,250,468
1110034G24Rik,86,109,76,324,171,348,363,513,386
1110037F02Rik,1452,582,1586,1743,1811,749,3012,871,3014
1110038F14Rik,233,481,356,304,302,324,380,724,183
1110051M20Rik,258,336,546,306,222,21,562,1124,241
1110057K04Rik,1241,966,889,420,584,972,2227,0,808
1110058L19Rik,365,668,422,309,322,831,360,114,639
1110059E24Rik,1455,2229,1433,477,822,532,1080,907,1609
1110059G10Rik,199,348,333,259,309,130,532,763,836
1190002F15Rik,211,470,421,146,256,195,289,155,224
1190002N15Rik,879,427,869,1375,938,628,2153,2233,364
1190007I07Rik,175,208,240,125,194,88,74,143,229
1200014J11Rik,516,713,1140,205,1307,581,726,986,1221
1500011B03Rik,282,332,338,370,526,261,781,779,779
1500011K16Rik,134,175,139,191,186,224,161,92,144
1600012H06Rik,418,121,214,293,273,899,1007,396,655
1600014C10Rik,1503,1791,1381,1202,1436,820,938,1532,1964
1700017B05Rik,1318,2358,2201,2176,2405,2544,2500,3552,2661
1700020I14Rik,2424,2094,1880,1770,1807,994,1774,1491,3406
1700021F05Rik,133,262,248,237,158,145,66,170,122
1700021K19Rik,779,822,1031,497,730,1205,742,0,326
1700025G04Rik,921,1993,1103,993,905,526,796,615,188
1700037H04Rik,284,377,743,569,746,824,654,914,549
1700052N19Rik,772,828,1117,614,531,934,542,515,774
1700123O20Rik,682,656,839,863,825,789,874,913,1029
1810013L24Rik,858,710,617,660,965,1754,1756,463,499
1810022K09Rik,797,965,1078,789,607,889,443,196,578
1810026J23Rik,2030,1948,1761,2194,2384,2509,2622,1778,2640
1810030O07Rik,2062,1120,1714,1983,3067,843,2808,2424,3318
1810037I17Rik,457,513,786,724,540,733,843,327,570
1810043G02Rik,115,564,247,172,151,742,256,413,650
1810043H04Rik,99,251,279,398,186,219,254,232,459
1810058I24Rik,683,634,933,1341,778,638,639,927,485
2010012O05Rik,253,488,309,186,666,417,99,83,229
2010107E04Rik,780,1036,1259,1115,751,783,967,649,812
2010111I01Rik,639,677,514,811,426,354,32,0,344
2210013O21Rik,331,578,496,285,186,522,549,299,1272
2210016F16Rik,342,680,724,836,1165,1034,1294,255,1687
2210016L21Rik,306,583,351,407,288,559,529,797,215
2210018M11Rik,456,498,619,484,1356,580,611,509,1135
2310001H17Rik,260,145,158,204,135,159,202,0,209
2310003H01Rik,548,527,945,571,147,555,740,86,272
2310011J03Rik,613,775,685,459,822,1023,637,1051,917
2310022A10Rik,591,659,521,465,427,357,914,1056,962
2310022B05Rik,145,349,379,189,174,188,201,340,72
2310033P09Rik,316,110,300,398,233,318,496,274,284
2310035C23Rik,537,112,531,122,543,1049,911,3,441
2310036O22Rik,746,1015,1188,965,978,925,1207,1121,1364
2310039H08Rik,172,318,422,344,192,307,169,143,351
2310045N01Rik,275,214,325,180,405,554,482,846,325
2310057M21Rik,325,120,209,0,202,291,0,316,249
2310061I04Rik,139,234,278,342,208,500,287,386,355
2310067B10Rik,1129,839,771,624,923,1264,737,0,1814
2410002F23Rik,945,1022,1080,801,905,1522,778,318,1598
2410004B18Rik,148,290,271,301,194,366,0,146,285
2410006H16Rik,356,523,335,222,231,317,105,655,434
2410015M20Rik,656,840,884,993,996,1197,824,542,666
2410016O06Rik,757,390,777,777,476,746,604,0,1249
2410127L17Rik,809,691,865,1023,935,1264,1217,1507,764
2510002D24Rik,379,479,429,273,264,398,384,978,263
2510003E04Rik,370,1227,1093,590,722,383,1895,746,1571
2510039O18Rik,1718,1212,1934,2857,2411,2932,2070,3114,1612
2610001J05Rik,1119,1047,997,874,1346,1207,896,1083,1628
2610002J02Rik,658,713,603,701,627,757,1155,1335,1452
2610002M06Rik,356,552,696,315,824,917,819,297,872
2610008E11Rik,218,226,472,804,723,1385,0,0,991
2610035D17Rik,536,1249,283,294,765,843,858,1945,992
2610044O15Rik8,192,133,625,689,266,402,624,6,331
2610301B20Rik,499,1096,1127,548,879,2344,706,1065,1083
2610307P16Rik,212,222,158,279,105,435,204,14,151
2610318N02Rik,41,189,338,188,294,176,184,0,193
2610507B11Rik,4998,2223,4792,5576,6273,3113,6804,8053,2100
2610524H06Rik,650,749,884,374,491,359,873,215,702
2700029M09Rik,1176,1204,1562,1045,865,1117,1228,526,1746
2700049A03Rik,396,968,758,849,1027,842,235,0,461
2700060E02Rik,962,2153,2112,2146,2276,1981,2040,669,2471
2700062C07Rik,185,163,306,267,283,324,331,220,270
2700089E24Rik,143,448,446,103,339,276,738,265,739
2700094K13Rik,1268,1914,2088,1302,1053,1370,1154,830,1384
2810004N23Rik,598,816,804,911,1055,785,718,844,610
2810006K23Rik,468,509,450,274,375,515,256,0,267
2810013P06Rik,506,111,208,334,195,537,544,388,158
2810025M15Rik,313,251,311,294,113,107,207,294,279
2810403A07Rik,1813,932,1109,1421,607,933,831,1116,714
2810408M09Rik,429,508,620,956,662,484,386,947,1013
2810417H13Rik,4749,6102,7049,5909,4573,2707,8060,2446,4636
2810428I15Rik,357,503,538,358,455,277,682,186,299
2810474O19Rik,651,1459,1510,1173,1029,607,2885,3417,2660
2900026A02Rik,732,783,285,555,1741,169,1538,1746,1267
3110002H16Rik,616,490,738,914,860,1374,1202,489,368
3110040N11Rik,447,488,457,295,397,392,624,150,379
3110082I17Rik,800,548,869,537,427,750,252,0,0
3830406C13Rik,530,747,796,608,399,547,474,504,824
4632427E13Rik,413,545,536,584,87,498,883,0,842
4632428N05Rik,354,474,601,1181,1337,913,2338,2076,2785
4833420G17Rik,802,565,747,1319,704,754,1604,186,197
4833439L19Rik,1603,2467,2561,1614,1461,1933,1202,2,1111
4921524J17Rik,262,213,360,373,416,215,271,516,385
4930427A07Rik,1828,2004,2741,1797,1765,2571,1968,1604,1937
4930453N24Rik,825,584,694,871,1131,1593,991,955,1845
4930523C07Rik,435,536,503,124,370,437,3035,1931,2317
4930579G24Rik,193,812,1077,632,694,472,876,262,1254
4931406C07Rik,93,393,154,173,147,116,62,164,140
4931406P16Rik,51,483,481,153,403,207,502,119,1080
4932438A13Rik,350,1284,750,645,940,1097,726,2451,1794
4933426M11Rik,557,227,669,1576,555,784,1748,844,1341
4933427D14Rik,227,185,457,534,634,397,588,243,310
4933434E20Rik,641,844,920,810,851,1075,1177,963,1695
5031420N21Rik,243,282,257,243,207,193,238,257,249
5031425E22Rik,35,125,153,307,328,119,576,160,150
5031439G07Rik,3373,3864,5975,6498,4253,4947,5894,2688,3674
5430427O19Rik,976,1392,1205,668,749,336,538,0,388
5530601H04Rik,644,753,748,432,1261,219,751,359,344
5730455P16Rik,263,78,522,183,314,291,147,418,599
5830415F09Rik,687,524,359,470,226,630,424,0,0
6030458C11Rik,213,542,462,1283,1478,851,507,887,22
6330416G13Rik,917,923,671,1425,849,572,1035,1296,386
8430419L09Rik,1177,1628,947,774,747,284,177,407,983
9030617O03Rik,948,1272,520,744,529,1171,2217,0,781
9030624J02Rik,1811,2210,2143,1942,2200,2437,4109,3663,2951
9130011E15Rik,522,346,387,0,614,528,825,207,620
9130019O22Rik,287,296,352,107,418,521,501,1134,594
9130023H24Rik,154,262,165,142,17,484,251,0,185
9130401M01Rik,485,643,904,743,621,450,1127,2007,2217
9430015G10Rik,528,290,555,263,616,554,533,646,55
9430016H08Rik,363,358,325,232,538,561,263,356,355
9430038I01Rik,286,217,189,508,254,315,81,180,164
9530068E07Rik,3291,3442,3846,3543,4659,3337,6316,3379,3655
9530082P21Rik,100,200,369,187,491,333,184,220,159
9930021J03Rik,168,211,164,61,106,490,364,634,236
9930111J21Rik1,376,339,295,229,302,375,164,0,55
9930111J21Rik2,222,440,246,431,128,1,780,0,733
A130010J15Rik,93,128,203,206,452,451,478,0,177
A230046K03Rik,1596,1726,1724,2507,1790,1491,1579,1811,2209
A230050P20Rik,208,206,285,209,174,231,377,173,152
A430005L14Rik,799,1117,981,700,1119,637,339,190,641
A430078G23Rik,243,535,455,454,673,963,516,315,894
A830080D01Rik,596,768,626,181,234,259,209,0,640
Aaas,746,1481,1729,1527,1452,1178,1508,2382,1606
Aacs,1050,543,1051,1264,1578,1727,2153,1510,1587
Aaed1,480,486,454,110,266,340,272,256,318
Aagab,2770,2333,2673,2180,2565,2447,6803,2349,3116
Aamdc,218,370,290,403,436,435,356,0,61
Aamp,3073,3421,3832,2779,3017,3071,3072,3811,3756
Aar2,1091,917,1522,979,1517,2071,2077,671,1223
Aars,2392,3922,4513,3170,3426,2395,4814,983,2875
Aars2,248,520,871,595,448,719,693,0,119
Aasdhppt,754,678,716,1274,439,346,590,431,492
Aatf,550,997,1210,1283,832,999,116,1535,911
Abca1,236,604,438,591,416,521,2434,2720,2092
Abca2,3490,2934,3024,4274,6489,5409,6481,5256,8325
Abca3,1423,1160,717,1026,1140,39,1242,0,445
Abca7,832,809,1010,1360,1630,2395,1374,1927,2106
Abcb10,969,648,867,897,1116,574,1340,1492,525
Abcb1b,634,783,721,519,547,728,492,961,51
Abcb4,143,241,192,120,220,616,284,0,305
Abcb7,889,304,869,529,538,1649,749,1249,1064
Abcb8,1299,1653,1186,867,1225,1055,732,392,599
Abcb9,81,183,44,332,473,235,1261,716,1137
Abcc1,467,1267,1205,1113,991,853,1193,1142,429
Abcc4,231,467,826,1031,583,712,2060,635,739
Abcc5,457,368,329,1042,552,486,513,0,243
Abcd1,1135,2313,2618,4489,3744,3403,1467,3074,2493
Abcd3,1012,740,918,492,1423,364,1540,3059,3161
Abce1,3573,4283,5750,5522,8486,5906,2849,1806,4736
Abcf1,2034,1803,3076,2382,2445,3101,2180,1607,1304
Abcf2,2627,2382,4386,4129,4380,3378,3553,1364,1949
Abcf3,524,841,1280,1201,907,1254,3039,1290,1840
Abcg1,494,144,349,107,274,780,785,401,244
Abcg2,569,878,413,866,422,472,723,1396,445
Abhd10,401,130,305,441,601,464,487,697,732
Abhd11,382,599,721,592,679,508,79,400,191
Abhd12,1368,970,974,1256,1409,1572,2079,799,1214
Abhd13,802,1012,779,1342,971,1189,1820,0,368
Abhd14a,598,1038,990,541,847,496,1497,0,949
Abhd15,288,417,424,255,413,47,964,91,397
Abhd16a,1238,1260,1640,903,1678,1450,2470,1902,3341
Abhd17a,1762,2594,2673,2313,1988,2037,4138,1756,2804
Abhd17b,1350,3322,2175,913,1230,1031,2581,2198,2090
Abhd17c,1242,1814,1885,1733,1709,1155,824,786,1495
Abhd4,1706,3725,2298,1464,1215,447,2120,1534,1646
Abhd5,0,134,223,227,216,362,168,496,402
Abhd8,718,545,772,255,981,1425,5802,2607,5075
Abi1,382,1262,1530,1411,1506,2440,3502,2308,4663
Abi2,1967,897,1240,235,728,583,1319,890,1146
Abl1,1041,856,1485,1577,2384,124,1472,728,1502
Ablim1,2262,1327,1670,1336,2118,1866,2463,5589,3704
Abr,1987,2908,2432,2126,2776,2267,3677,2680,4210
Abracl,633,1215,1134,1159,1064,1060,987,598,1290
Abt1,173,404,491,494,572,213,399,579,308
Abtb1,792,1107,764,1438,2246,1651,1528,4432,2376
Acaa1a,1374,1309,1181,1013,1136,1590,1267,676,476
Acaa2,1402,2542,1991,954,1631,1112,1819,732,1560
Acaca,379,176,614,760,601,424,1228,0,0
Acad11,116,238,514,314,575,292,649,739,0
Acad8,907,886,836,333,820,360,430,0,810
Acad9,1337,916,1272,1234,982,1771,1198,1075,641
Acadl,2036,3844,3011,2061,3829,2673,1866,2556,3510
Acadm,791,1183,1373,1634,2618,2362,1755,743,1423
Acads,730,867,1047,1127,1607,1009,1037,1329,1011
Acadsb,920,601,397,425,808,829,1227,1700,1150
Acadvl,516,968,747,759,2141,2000,1708,3493,1815
Acap1,2939,3137,3454,2608,4385,5741,7027,4055,5064
Acap2,1964,1681,1072,196,417,415,895,750,725
Acap3,106,390,491,275,858,431,340,1,633
Acat1,1701,2511,2933,2511,2989,3062,5044,5446,4594
Acat2,860,701,1124,1004,551,1028,1322,529,210
Acbd3,696,861,1109,1233,1642,776,1385,587,861
Acbd5,577,641,568,650,627,733,1367,22,1080
Acbd6,363,759,747,450,735,444,448,964,986
Accs,474,280,327,130,72,0,352,496,190
Acd,759,1191,718,1103,785,1372,1506,1125,1607
Acer3,424,473,693,387,1053,233,866,806,0
Acin1,567,929,977,931,943,1010,836,1203,1137
Acly,5370,4356,8688,8472,11301,9696,7013,11157,7297
Aco1,815,1082,1039,1235,984,1204,545,823,649
Aco2,3670,3921,5352,3760,5512,4969,6242,4123,3482
Acot1,157,696,174,264,632,215,195,1191,336
Acot11,45,0,218,1013,539,351,773,1175,1658
Acot13,286,408,276,284,558,248,484,637,377
Acot7,1736,1881,3449,3111,4296,2572,4705,4070,4478
Acot9,598,772,1096,1037,1963,1108,666,965,1254
Acox1,238,664,411,303,1044,696,990,780,1019
Acox3,1661,1559,1603,2026,2136,1945,1891,1924,1602
Acp1,1457,1190,1450,972,1285,1556,677,344,684
Acp2,777,309,486,110,410,185,1036,0,228
Acp6,432,706,857,340,412,492,1432,0,270
Acsf2,426,451,571,380,405,355,931,636,549
Acsl1,726,275,749,136,751,1067,319,816,657
Acsl3,976,65,481,612,421,405,310,0,304
Acsl4,737,1036,1013,839,811,733,1606,2238,1777
Acsl5,4467,4503,6979,5329,4922,8079,5798,4363,3539
Acss1,1913,1568,1963,2183,1994,1364,3034,893,1135
Acss2,101,323,237,376,508,1196,901,1765,1020
Actb,14027,16437,16825,29150,29029,22288,33793,21159,26573
Actg1,12545,12974,15212,19895,20022,20616,32519,15959,21821
Actl6a,2072,2554,3540,3246,2181,1401,4003,2287,1806
Actn4,5317,7084,7609,6502,8522,3508,10500,5473,6550
Actr10,515,1005,1364,1675,1541,2541,2907,1895,1796
Actr1a,1837,2409,3042,3317,3145,1649,2444,1923,3029
Actr1b,1167,1569,1958,1619,1618,1546,1605,3052,1644
Actr2,2890,2667,3308,5533,4876,4489,3582,2057,5863
Actr3,8393,10540,13205,18446,22885,19436,32923,22354,30615
Actr5,606,450,534,522,771,291,656,0,426
Actr6,457,357,550,326,228,167,972,513,427
Actr8,452,1470,1064,565,1143,432,2033,27,553
Acy1,334,700,746,628,366,788,168,0,313
Acyp1,90,226,157,117,95,190,184,330,381
Ada,597,605,830,180,192,440,550,280,468
Adal,544,179,639,449,573,227,321,0,718
Adam10,2390,2686,3706,3098,5541,2715,4763,10882,5215
Adam15,178,429,491,384,319,119,515,95,0
Adam17,1360,1051,2695,2794,2205,2721,3135,4,3741
Adamts10,431,177,184,247,519,125,391,136,583
Adap1,695,509,1431,1038,1295,580,167,0,0
Adar,2261,1949,1903,1991,1761,1381,195,1874,3355
Adck1,758,738,607,728,678,1450,922,107,1369
Adck2,413,484,395,653,957,182,985,1039,339
Adck3,1166,1467,1409,291,753,1276,2327,2084,1520
Adck4,300,126,439,209,371,137,180,1,134
Adck5,137,229,280,213,253,363,658,1,888
Adcy3,246,317,228,409,648,385,1411,0,1334
Adcy7,1510,1959,1620,3376,1921,1859,1662,8160,2754
Add1,3707,2499,3777,3585,5427,8068,11056,4656,12066
Add3,1233,1177,1696,4248,4605,5088,3700,4058,5102
Adh5,3057,3701,4038,4009,3122,4982,2212,4326,3300
Adi1,1899,2429,2548,1659,2826,1984,1073,1591,1744
Adipor1,1512,2038,2018,1815,2225,2473,4293,3753,3181
Adipor2,440,571,624,583,729,426,920,1735,691
Adk,1499,1623,2511,1517,1663,1397,1422,1545,2199
Adnp2,349,578,1648,248,466,407,1699,1092,827
Ado,1024,617,1015,923,859,690,1150,569,651
Adora2a,177,336,194,0,241,189,359,0,180
Adpgk,180,411,855,626,542,1092,2154,1868,2843
Adprh,1036,1216,1825,712,1171,1465,2362,1109,2100
Adprhl2,620,953,1107,461,576,395,1280,1107,1343
Adrbk1,5286,6982,6651,4651,8370,6633,6058,6127,4690
Adrbk2,446,165,130,644,215,110,398,1,231
Adrm1,771,1159,1783,1332,2007,1362,1085,1793,1446
Adsl,2848,3456,3917,2598,2762,1415,2302,2173,3351
Adss,2555,1725,2705,2811,2215,1837,1810,2164,1347
Adssl1,1511,3178,2627,1248,1019,1061,742,685,569
Aebp2,498,796,1242,970,1107,370,1697,540,3186
Aen,638,1008,980,1269,1005,2408,904,1070,197
Aes,2894,3412,3790,3326,4868,4369,7279,4920,6550
Aff1,211,1143,709,495,588,1280,126,469,394
Aff3,3239,3461,3727,6061,4855,5572,1185,3315,3117
Aff4,440,589,493,1316,1566,2315,9015,3760,5982
Afg3l1,961,1489,1603,1407,2162,747,2445,234,1272
Afg3l2,1356,1565,2063,2209,2487,1501,1215,690,2731
Aftph,1776,1111,1390,945,1318,790,1706,1106,2327
Aga,230,306,334,396,365,1,505,260,478
Agap3,427,626,1015,353,1015,851,831,0,552
Agbl5,318,366,401,415,285,317,266,702,465
Agfg1,1235,944,1524,2738,1577,1853,1444,1388,1554
Agfg2,392,439,316,184,872,589,497,888,586
Aggf1,834,1795,1353,854,1762,638,1121,0,445
Agk,607,1349,1003,526,776,1603,678,927,969
Ago2,91,584,504,315,829,1126,250,1050,524
Agpat1,147,104,267,339,342,490,259,215,90
Agpat2,754,2062,1255,1017,681,984,1046,685,1037
Agpat3,424,472,542,416,773,404,1383,1359,2409
Agpat5,1268,2386,3371,2202,1951,1256,1646,2997,1683
Agpat6,1781,2828,2613,2104,2651,1090,3630,832,1748
Agps,2296,1601,2197,3091,2883,2096,2765,759,2391
Agtpbp1,24,335,356,437,614,364,1346,0,1298
Agtrap,1341,2844,2161,1036,2094,3274,1704,1412,1304
Ahctf1,395,945,1638,1787,1762,2021,1117,1214,2092
Ahcy,1016,1203,1926,1332,799,1433,694,1292,1311
Ahcyl1,3252,4373,4158,2733,4671,2181,3760,2505,3127
Ahcyl2,237,337,562,441,1443,1977,21332,13799,17449
Ahi1,243,205,423,7,164,420,509,958,537
Ahnak,205,188,178,362,1142,711,3019,1,1320
Ahr,307,306,583,350,1559,682,2474,1018,3465
Ahsa1,2594,4107,4253,3300,3134,3324,3748,2183,4121
Ahsa2,556,536,491,530,799,635,792,209,258
AI314180,2230,1415,2567,1821,3070,3028,4632,2555,1748
AI413582,224,319,190,284,247,204,282,432,71
AI467606,2299,2234,2125,1876,1981,2536,5780,4936,3897
AI597479,615,608,559,224,714,889,903,0,335
AI662270,1792,1997,2849,2392,2427,2715,2198,1986,2448
AI837181,122,335,279,355,433,112,621,401,327
AI987944,672,361,426,438,333,627,459,473,272
Aifm1,1940,1479,1760,1009,1893,1590,958,2324,1112
Aig1,622,684,690,501,652,463,828,1095,955
Aim2,243,779,333,108,219,587,1353,0,431
Aimp1,247,365,598,509,271,412,710,686,360
Aimp2,548,723,747,1075,496,555,386,542,519
Aip,707,1526,1222,889,1087,1454,2770,1584,2730
AK010878,100,159,185,177,144,211,115,98,371
Ak2,2193,4197,4952,3437,2373,2381,2707,1722,2504
Ak3,1673,2170,2436,1510,3100,3694,4564,5644,4230
Ak6,349,493,564,808,158,864,436,205,147
Akap1,533,609,519,704,759,112,475,1079,182
Akap10,965,460,989,1032,298,931,1311,379,790
Akap11,923,557,557,834,370,435,206,820,380
Akap13,3259,5672,6130,4889,5949,7715,4378,2287,6150
Akap8,2312,1561,2292,1762,3336,2135,2253,3615,2605
Akap8l,283,260,359,307,659,535,472,900,207
Akap9,357,1093,834,1177,843,346,1081,173,1264
Akip1,872,817,730,277,304,372,957,145,895
Akirin1,1049,1795,1445,1449,1862,2671,3984,3484,2850
Akirin2,605,604,801,596,834,747,2229,980,1341
Akna,2690,3345,3578,4139,6400,6386,8694,7215,11688
Akr1a1,6178,7277,9677,8597,9125,8246,7655,6939,5707
Akr1b10,233,521,466,705,389,231,630,315,357
Akr1b3,2371,3103,3707,3372,3067,4536,4941,3732,4036
Akr1c13,517,449,745,235,60,502,1352,382,1169
Akr1e1,355,452,716,146,135,1210,787,0,626
Akr7a5,270,520,532,654,476,879,527,572,368
Akt1,4100,5479,6733,6862,7455,6084,8393,7458,6920
Akt1s1,406,433,480,325,481,307,369,702,450
Akt2,2199,2258,2286,3312,3276,3342,3712,3321,3279
Aktip,134,208,389,159,487,687,356,750,474
Alad,1083,1219,1400,1318,1276,483,1486,1211,1300
Alas1,1227,1390,1861,1800,2758,433,1135,2,461
Alcam,434,1302,272,640,734,905,0,0,241
Aldh16a1,1093,921,1389,1260,1440,1069,1436,1058,636
Aldh18a1,1138,1780,2582,2495,3066,3246,3960,1654,1723
Aldh1b1,1265,1655,806,374,672,341,1042,0,354
Aldh2,5236,6823,8583,2290,2712,3586,4594,9170,5171
Aldh3a2,1208,1014,783,566,956,171,1658,1303,1905
Aldh4a1,0,88,273,430,758,488,422,415,248
Aldh6a1,985,823,659,949,517,1064,1233,834,1070
Aldh7a1,608,515,846,340,174,40,847,136,294
Aldh9a1,2136,2651,2902,1790,3391,3173,3698,3448,3113
Aldoa,3770,3751,4131,7614,6762,7822,16221,8476,11927
Alg1,417,703,285,198,356,342,347,592,432
Alg11,357,201,314,249,542,751,664,6,734
Alg14,244,528,281,169,296,315,374,0,0
Alg2,873,660,1294,792,1253,1084,1465,561,372
Alg3,311,357,508,476,840,720,584,1194,983
Alg5,338,1308,993,970,1424,911,856,1334,905
Alg8,969,1297,1529,1163,1085,521,1894,963,1100
Alg9,214,1053,461,928,894,756,567,1827,552
Alkbh1,1006,440,548,1036,312,497,504,0,732
Alkbh3,369,281,459,274,414,402,314,0,382
Alkbh4,330,194,327,460,338,455,393,0,532
Alkbh5,1245,979,1226,1277,1455,841,1218,2311,119
Alkbh6,265,483,458,178,292,459,585,888,537
Alkbh7,119,245,314,336,189,60,286,138,193
Alkbh8,344,558,782,716,485,698,575,77,1392
Alox5ap,1567,2145,1923,2371,1950,1140,245,289,0
Als2,0,263,304,674,622,1742,292,1346,1
Alyref,3574,4029,5009,3524,4111,3597,4709,1205,3240
Ambra1,969,1282,879,623,1483,1440,1119,0,2100
Amd1,2131,2632,3235,1515,1251,1308,1586,1737,748
Amdhd2,443,346,597,826,564,208,683,271,614
Amfr,4953,4239,4963,4598,5479,4600,5307,1980,3912
Ammecr1,108,125,205,280,180,305,308,1287,9
Ammecr1l,701,1066,1028,1114,782,1122,1371,1940,2252
Ampd2,1727,937,1753,3126,2826,1809,2402,822,2176
Amz2,164,749,625,624,1010,883,174,118,302
Anapc1,3115,2750,5585,4379,7107,4718,6913,4381,5836
Anapc10,223,403,328,416,351,387,685,546,389
Anapc11,455,566,651,808,484,503,719,753,647
Anapc13,207,262,347,240,176,169,190,165,303
Anapc15,160,266,328,304,375,139,288,188,164
Anapc16,445,580,642,624,951,507,541,1550,969
Anapc2,1524,2699,3408,2858,2847,1251,4061,2665,3279
Anapc4,2191,1434,2021,1501,2617,3023,2163,2637,2605
Anapc5,12853,11673,18514,12660,12242,11716,11196,6643,7207
Anapc7,1029,1049,1324,1435,1161,220,1844,1199,599
Angel1,120,412,34,150,368,556,480,808,874
Angel2,2004,1728,1825,1571,1958,1625,3460,379,3222
Angpt1,1142,319,1927,1330,1308,2230,629,853,499
Angptl2,130,647,207,145,247,854,1417,2019,1103
Angptl4,289,336,391,467,520,772,133,319,1
Ank,201,129,318,31,537,356,639,685,1213
Ankfy1,2578,2764,3140,2579,3618,2566,4720,3976,3352
Ankhd1,1304,2578,1543,1958,1889,1345,3140,4216,3679
Ankib1,112,37,649,957,829,1297,883,1131,1269
Ankle2,2237,2317,3049,2393,4305,3037,1665,3197,2512
Ankmy2,452,324,374,471,708,220,1809,818,816
Ankra2,201,140,133,302,338,378,703,103,653
Ankrd10,5258,3535,5130,4871,4229,7380,3796,3069,2686
Ankrd11,2596,3912,2860,2182,2383,2709,5682,2900,3363
Ankrd12,377,485,304,436,971,474,384,303,702
Ankrd13a,17136,17853,20822,8288,13812,8298,13914,11403,11856
Ankrd13b,104,198,108,86,133,155,236,302,363
Ankrd13c,400,217,369,746,368,735,799,1448,758
Ankrd17,1001,855,1134,1542,1130,567,2355,1006,2331
Ankrd26,366,184,531,200,481,111,100,655,171
Ankrd27,926,997,1555,1398,1721,2317,3027,2053,1505
Ankrd28,481,1875,1076,556,1951,473,456,0,537
Ankrd32,841,343,822,171,811,0,280,0,680
Ankrd39,344,245,260,63,266,183,103,250,379
Ankrd40,1000,814,950,1362,1336,1124,1782,621,1468
Ankrd44,1671,1261,1231,2188,4003,3503,3326,3282,6532
Ankrd46,759,1185,1135,1061,924,1498,778,532,1713
Ankrd49,671,743,508,349,731,524,302,966,480
Ankrd50,287,564,316,631,186,332,422,917,1595
Ankrd54,435,756,990,870,848,610,1321,1458,782
Anks1,2690,2844,3420,1130,1256,1297,9,673,303
Anks3,364,148,256,209,184,526,274,0,0
Ankzf1,390,601,289,275,329,928,853,85,924
Anln,757,885,2265,257,845,833,412,817,1078
Ano10,122,586,767,373,958,633,1873,1826,919
Ano6,1935,422,1447,770,2493,1743,1772,0,788
Ano8,118,266,226,240,246,0,165,0,415
Anp32a,167,679,545,239,390,507,416,78,650
Anp32b,5330,6837,8485,6591,6390,4866,5677,1350,5888
Anp32e,5784,5769,7872,5321,6950,4815,6299,6031,4639
Antxr2,1271,381,878,381,1173,874,1532,169,1470
Anxa1,1738,1207,940,815,854,368,2730,3697,1862
Anxa11,202,168,210,249,293,343,248,25,263
Anxa2,605,1065,599,6592,4332,3633,2174,1711,1857
Anxa4,832,1509,1093,181,444,704,1456,1181,1256
Anxa5,877,883,982,939,2138,1201,2985,1113,2964
Anxa6,2197,2414,3643,3830,3243,4245,16999,4898,15831
Anxa7,987,383,941,1048,1419,488,1561,3641,1301
Ap1ar,796,789,1092,1126,1010,823,562,1063,438
Ap1b1,4316,2504,3912,4788,5068,5382,5590,6486,8729
Ap1g1,2250,820,1625,980,1237,902,3778,1489,4276
Ap1g2,812,543,1299,1275,774,816,2767,763,2359
Ap1m1,3175,3625,3929,2820,3871,3853,5875,2256,3047
Ap1s1,1190,1529,1463,1220,1339,1223,2487,1399,1503
Ap1s2,226,276,459,458,560,814,860,973,600
Ap2a1,580,1136,1386,1258,1538,2064,1168,1415,943
Ap2a2,2509,1772,2245,1501,2502,720,2338,1257,3107
Ap2b1,855,1230,1320,1845,1696,693,1962,288,2864
Ap2m1,4003,4375,5655,4617,7847,4829,7617,7407,7017
Ap2s1,1000,1172,1251,775,1159,887,1595,1650,917
Ap3b1,1852,1914,2866,2489,1803,3575,3049,2662,3032
Ap3d1,1124,779,1380,1209,1948,2979,3517,3514,4041
Ap3m1,1233,1289,1377,1007,1247,700,1723,756,2490
Ap3m2,143,298,211,428,158,571,788,820,0
Ap3s1,543,832,1369,3967,4138,2577,5623,3264,5009
Ap3s2,1200,1367,992,837,1283,1054,763,1041,1027
Ap4b1,748,867,759,141,283,797,1082,747,238
Ap4s1,324,318,391,529,470,398,395,211,282
Ap5b1,142,171,218,568,594,284,265,0,836
Ap5m1,796,516,456,1000,763,410,766,408,1206
Ap5s1,324,108,285,157,161,645,210,1019,246
Ap5z1,92,234,236,258,791,179,516,946,370
Apaf1,1375,647,1607,1050,1620,1100,2606,956,2025
Apba3,248,562,359,500,669,269,106,101,574
