Gene,A1,A2,A3,B1,B2,B3,C1,C2,C3
RP23-271O17.1,0,0,0,0,0,0,0,0,0
Gm26206,0,0,0,0,0,0,0,0,0
Xkr4,0,0,0,0,0,0,0,0,0
RP23-317L18.1,0,0,0,0,0,0,0,0,0
RP23-317L18.4,0,0,0,0,0,0,0,0,0
RP23-317L18.3,0,0,0,0,0,0,0,0,0
RP23-115I1.6,0,0,0,0,0,0,0,0,0
Gm1992,0,0,0,0,0,0,0,0,0
RP23-115I1.5,0,0,0,0,0,0,0,0,0
RP23-115I1.2,0,0,0,0,1,0,0,0,0
RP23-115I1.3,0,0,0,0,0,0,0,0,0
RP23-122M2.3,0,0,0,0,0,0,0,0,0
RP23-122M2.2,0,0,0,0,0,0,0,0,0
RP23-122M2.1,0,0,0,0,0,0,0,0,0
Gm27396,0,0,0,0,0,0,0,0,0
RP23-333I7.1,0,0,0,0,0,0,0,0,0
RP23-177A20.1,0,0,0,0,0,0,0,0,0
Rp1,0,0,0,0,0,0,0,0,0
RP23-391E12.2,0,0,0,0,0,0,0,0,0
Sox17,0,0,0,0,0,0,0,0,0
RP23-285G23.2,0,0,0,0,0,0,0,0,0
RP23-285G23.3,2,0,2,0,1,1,0,3,2
Gm22307,0,0,0,0,0,0,0,0,0
RP23-285G23.4,0,0,0,0,0,0,0,0,0
RP23-37D15.1,0,0,0,0,0,0,0,0,0
RP23-37D15.2,0,0,0,0,0,0,0,0,0
Gm6085,0,2,1,2,1,1,3,0,1
RP23-34E15.2,0,0,0,0,0,0,0,0,0
Gm25493,0,0,0,0,0,0,0,0,0
RP23-34E15.3,0,0,0,0,0,0,0,0,0
RP23-34E15.4,2,3,6,6,4,68,13,9,11
Mrpl15,1245,1341,1476,965,1235,1784,1058,1732,1531
RP23-34E15.5,0,0,0,0,0,0,1,0,2
Lypla1,1483,1410,1370,1146,1422,2624,991,1101,2352
RP24-426M1.3,0,5,0,3,0,0,0,0,0
Tcea1,1381,2044,2051,2325,2386,1893,2391,916,2261
Gm6104,3,10,15,7,3,24,5,2,4
RP24-426M1.4,0,0,0,0,0,0,0,0,0
Rgs20,0,0,0,0,0,0,0,0,0
Gm17100,0,0,0,0,0,0,0,0,0
RP24-141F9.2,0,0,0,0,0,0,0,0,0
Gm16041,0,0,0,0,0,0,0,0,0
Gm17101,0,0,0,0,0,0,0,0,0
Atp6v1h,1033,1959,1890,2075,2702,2150,2436,1321,1018
RP23-267J18.2,0,0,0,0,0,0,0,0,0
RP23-267J18.1,0,0,0,0,0,0,0,0,0
RP23-335P21.1,0,0,0,0,0,0,0,0,0
Oprk1,0,0,0,0,0,0,0,0,0
RP23-238E7.2,0,0,0,0,0,0,0,0,0
Gm22463,0,0,0,0,0,0,0,0,0
RP23-354J2.1,0,0,0,0,0,0,0,0,0
Npbwr1,0,0,0,0,0,0,0,0,0
RP23-74E8.1,0,0,0,0,0,0,0,0,0
Rb1cc1,666,1397,1576,681,2040,1988,774,1921,2660
4732440D04Rik,0,0,0,166,0,0,248,0,159
Fam150a,0,0,0,0,0,0,0,0,0
RP23-76C20.3,1,0,1,1,2,0,2,0,2
RP23-76C20.2,0,0,0,0,0,0,0,0,0
RP23-76C20.4,0,0,1,1,0,0,0,0,3
St18,0,0,14,0,0,0,0,0,0
RP23-299N6.2,0,0,0,0,0,0,0,0,0
RP23-299N6.1,0,0,0,0,0,0,0,0,0
RP23-5K7.4,1,1,1,0,1,2,1,1,0
RP23-76C20.5,0,0,0,0,0,0,0,0,0
RP23-5K7.3,0,0,0,0,0,0,0,0,0
RP23-5K7.2,0,0,0,0,0,0,0,0,0
RP23-5K7.1,0,0,0,0,0,0,0,0,0
Pcmtd1,798,966,407,487,455,950,1710,1995,2502
Gm26983,0,0,1,0,0,0,0,0,0
WI1-817D1.2,0,0,0,0,0,0,0,0,0
Gm9826,2,1,0,2,2,2,2,4,1
Nras-ps2,0,0,0,0,0,0,0,0,0
Gm23274,0,0,0,0,0,0,0,0,0
RP23-278C19.1,0,0,0,0,0,0,0,0,0
Gm26901,1,18,0,0,0,0,0,0,0
RP24-263A16.2,0,0,0,0,0,0,0,0,0
RP24-181G14.2,0,0,0,0,0,0,0,0,0
RP24-181G14.1,0,0,0,0,0,0,0,0,0
RP23-404K2.2,0,0,0,0,0,0,0,0,0
RP23-404K2.1,0,0,0,0,0,0,0,0,0
RP23-408B17.1,0,0,0,0,0,0,0,0,0
Sntg1,0,0,0,0,0,0,0,0,0
RP23-241G23.1,0,0,0,0,0,0,0,0,0
Gm16284,0,0,0,0,0,0,0,0,0
RP23-311L17.1,0,0,0,0,0,0,0,0,0
Gm23358,0,0,0,0,0,0,0,0,0
RP24-442E5.1,0,0,0,0,0,0,0,0,0
Gm15452,2,4,4,4,0,1,4,2,3
RP23-397E23.1,0,1,1,0,0,2,1,4,1
Gm24276,0,0,0,0,1,0,2,0,2
Gm6152,0,0,0,0,0,0,0,0,0
RP23-200C17.1,0,0,0,0,0,0,0,0,0
Gm7493,0,0,0,0,0,0,0,2,0
RP23-331M15.1,0,0,0,0,0,0,0,0,0
RP23-331M15.2,0,0,0,0,0,0,0,0,0
RP23-411P10.1,0,0,0,0,0,0,0,0,0
RP23-411P10.5,0,0,0,0,0,0,0,0,0
RP23-411P10.3,0,0,0,0,0,0,0,0,0
RP23-411P10.2,0,0,0,0,0,0,0,0,0
Gm24765,0,0,0,0,0,0,0,0,0
RP24-361E12.1,0,0,0,0,0,0,0,0,0
Rrs1,1264,1202,1366,951,809,475,723,301,521
Adhfe1,0,0,0,0,65,0,0,0,0
2610203C22Rik,0,11,0,0,0,0,0,0,0
Gm6161,0,0,0,1,0,1,0,1,0
3110035E14Rik,0,0,0,0,0,0,0,0,0
Gm29520,0,0,0,0,0,0,0,0,0
Mybl1,0,0,4,0,15,0,0,0,0
Vcpip1,2018,905,1537,983,2365,1887,1460,1895,3010
1700034P13Rik,0,17,6,3,0,0,0,258,0
Sgk3,1935,3006,3271,4850,4397,4018,4793,2167,3432
Gm6195,0,0,0,1,1,5,0,0,2
Gm22607,0,0,0,0,0,0,0,0,0
Mcmdc2,0,0,0,0,0,0,71,0,50
Snhg6,76,141,124,67,51,156,29,0,57
Snord87,1,1,0,0,0,0,0,0,1
Tcf24,0,0,0,0,0,0,0,0,0
RP23-228G18.3,0,0,0,0,0,0,0,0,0
Ppp1r42,0,0,0,0,0,0,0,0,0
Gm15818,0,0,0,0,0,0,0,0,0
Gm24674,0,0,0,0,0,0,0,0,0
Cops5,1078,1583,2022,1591,1981,1117,1469,0,1696
Cspp1,225,122,445,398,716,327,39,0,457
RP23-228G18.5,0,0,0,0,0,0,0,0,0
RP23-228G18.6,0,0,1,7,0,0,0,0,0
Arfgef1,1365,910,1905,1573,864,1987,1713,1474,1381
Gm26348,0,0,0,0,0,0,0,0,0
RP24-327F2.1,0,0,0,0,0,0,0,0,0
Cpa6,0,0,0,0,0,0,0,0,0
RP23-418C16.1,0,0,0,0,0,0,0,0,0
Gm15604,0,0,0,0,0,0,0,0,0
Gm25253,0,0,0,0,0,0,0,0,0
Gm15603,0,0,0,0,0,0,0,0,0
RP24-88A10.2,0,0,0,0,0,0,0,0,0
Gm5522,0,0,0,0,0,0,0,0,0
Gm28659,0,0,0,1,0,0,0,0,0
Gm22963,0,0,0,0,0,0,0,0,0
Prex2,0,10,0,0,0,0,0,0,0
Gm24173,0,0,0,0,0,0,0,0,0
Gm28686,0,0,0,0,0,0,0,0,0
RP23-366M5.2,0,0,0,0,0,0,0,0,0
A830018L16Rik,0,0,0,0,0,0,0,0,0
RP23-2K13.1,0,0,0,0,0,0,0,0,0
Gm29273,0,0,0,0,0,0,0,0,0
RP24-239K20.1,0,0,0,0,0,0,0,0,0
Gm7560,4,1,3,5,3,3,0,2,4
Gm22633,0,0,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0
Gm2383,0,1,0,0,2,0,0,0,1
Gm6216,0,0,0,0,0,0,0,0,0
Gm17644,0,0,0,0,0,0,0,0,0
Gm29663,0,0,0,0,0,0,0,0,0
Sulf1,0,0,0,0,0,0,0,0,0
Slco5a1,0,0,0,0,0,0,0,0,0
RP24-178B14.2,0,0,0,0,0,0,0,0,0
Gm5250,0,0,0,0,0,0,0,0,0
Gm29283,0,0,0,0,0,0,0,0,0
Prdm14,0,0,0,0,0,0,0,0,0
Ncoa2,550,651,757,1059,1485,574,2579,1072,1203
RP23-93D12.2,0,0,0,0,0,0,0,0,0
RP23-93D12.1,0,0,0,0,0,115,0,0,0
Gm27881,0,0,0,0,0,0,0,0,0
RP23-125I14.4,0,0,0,0,0,0,0,0,0
RP23-125I14.3,0,0,0,0,0,0,0,0,0
Gm23169,0,0,0,0,0,0,0,0,0
RP23-125I14.2,0,0,0,0,0,0,17,0,0
RP23-125I14.1,0,0,0,18,0,0,92,1,0
Gm29570,0,0,0,0,0,0,0,0,0
Gm7593,0,0,0,0,0,0,0,0,0
Tram1,8963,13329,10960,6661,7954,4502,10688,2099,6940
Lactb2,275,352,317,382,172,162,117,263,175
RP23-70F22.2,0,0,16,0,7,0,0,0,0
Xkr9,0,0,0,0,0,0,0,0,0
Gm26273,0,0,0,0,0,0,0,0,0
Gm5523,0,0,1,0,0,0,3,1,1
RP23-74B7.1,0,0,0,0,0,0,0,0,0
Gm25491,0,0,0,0,0,0,0,0,0
RP24-335B5.1,0,0,0,0,0,0,0,0,0
Eya1,839,364,488,116,141,0,745,0,0
Gm22616,0,0,0,0,9,0,0,0,0
RP24-291C20.1,0,0,0,0,0,0,0,0,0
Gm9947,0,0,0,0,0,0,0,0,0
Msc,0,0,0,0,0,0,0,0,0
RP23-398C14.1,0,0,0,0,0,0,0,0,0
Smt3h2-ps4,0,1,0,1,0,0,2,0,0
Rpl5-ps1,3,3,4,8,5,2,3,2,5
Trpa1,0,53,0,0,0,0,0,0,0
Gm26345,0,0,0,0,0,0,0,0,0
Gm10566,1,1,1,2,0,3,1,1,1
Kcnb2,0,0,0,0,0,0,0,0,0
RP23-445B17.1,0,0,0,0,0,0,0,0,0
RP24-66C10.4,0,0,0,0,0,0,0,0,0
Gm25227,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0
Gm6060,0,0,0,0,0,0,1,0,0
Gm28669,0,0,0,0,0,0,0,0,0
Terf1,863,951,950,361,270,279,675,1188,823
RP23-325F17.4,0,0,14,0,0,0,0,0,0
Sbspon,33,93,28,0,0,0,0,0,0
Gm23259,0,0,0,0,0,0,0,0,0
Gm7634,0,0,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0,0,0
Rpl7,5710,8962,8870,6236,6334,7174,5521,7197,6478
Rdh10,80,0,84,128,145,0,315,0,22
RP24-178O17.2,0,0,0,0,0,0,0,0,0
Gm28095,0,0,0,0,0,0,0,0,0
Stau2,96,190,373,143,33,0,233,0,197
Gm7568,0,0,0,0,0,0,0,0,0
Ube2w,454,614,709,685,472,849,131,749,343
RP23-382H8.2,0,0,7,0,0,0,0,0,21
Tceb1,1332,1307,1082,1181,819,1042,981,1364,1506
D030040B21Rik,0,0,0,0,0,0,0,0,0
Gm7654,0,0,0,0,0,0,0,0,0
Tmem70,1196,1330,1326,820,1225,894,857,962,1174
Ly96,109,62,70,0,66,155,313,0,194
Gm29649,0,0,0,0,0,0,0,0,0
Gm5828,3,4,4,3,4,3,4,5,17
Gm28376,0,0,0,0,0,0,0,0,0
RP24-254D14.1,0,0,0,0,0,0,0,0,0
Jph1,0,0,0,0,0,0,0,0,0
Gm28783,0,0,0,0,0,0,0,0,0
Gdap1,1,0,0,0,41,0,0,0,0
Gm28784,0,0,0,0,0,0,0,0,0
Gm28785,0,0,0,0,0,0,0,0,0
Gm5251,0,0,0,0,0,0,0,0,0
Rbm6-ps1,1,2,1,3,2,2,4,0,4
Gm6075,0,0,1,0,0,0,0,1,1
Gm25166,0,0,0,0,0,0,0,0,0
Pi15,0,0,0,0,0,0,0,0,0
Gm28154,0,0,0,0,0,0,0,0,0
Gm16070,0,0,0,0,0,0,0,0,0
Crispld1,86,0,130,0,0,0,0,0,0
Gm28153,0,0,0,0,0,0,0,0,0
Gm7690,0,1,1,2,1,0,0,0,0
Gm18775,0,0,0,0,0,0,0,0,0
Gm17969,0,0,0,0,0,0,0,0,0
Gm28755,0,0,0,0,0,0,0,0,0
Gm28756,0,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0
Gm17837,0,0,1,0,0,0,0,0,0
Gm29006,0,0,0,0,0,0,0,0,0
Gm5252,0,0,0,0,0,0,0,0,0
Gm24075,0,0,0,0,0,0,0,0,0
Gm28343,0,0,0,0,0,0,0,0,0
Gm28344,0,0,0,0,0,0,0,0,0
Gm15825,0,0,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0,0,0
AC098736.2,4,4,3,4,2,8,13,2,3
Tfap2b,0,0,0,0,0,0,0,0,0
Gm28340,0,0,0,0,0,0,0,0,0
Gm28341,0,0,0,0,0,0,0,0,0
Gm4849,3,3,2,5,2,1,5,3,1
Gm24633,0,0,0,0,0,0,0,0,0
RP24-132H2.1,0,0,0,0,0,0,0,0,0
Gm25568,0,0,0,0,0,0,0,0,0
Pkhd1,0,0,0,0,0,0,0,0,0
RP23-245C4.1,0,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0
Gm15795,1,2,0,0,1,1,0,2,1
Gm24162,0,0,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0,0,0
Gm28653,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0
Il17f,0,0,0,0,0,0,0,0,0
Mcm3,12848,12250,15023,13303,12618,7823,9467,2316,10206
Gm20587,0,0,0,0,0,0,0,0,0
Gm28065,0,0,0,0,0,0,0,0,0
Gm24723,0,0,0,0,0,0,0,0,0
6720483E21Rik,0,0,0,0,0,0,0,0,0
Paqr8,0,235,261,468,779,1435,325,665,210
Gm24171,0,0,0,0,0,0,0,0,0
Gm28064,0,0,0,0,0,0,0,0,0
Efhc1,14,0,0,17,87,0,0,0,0
Tram2,329,422,279,188,490,163,129,0,273
Gm28287,0,0,0,0,0,0,0,0,0
Gm2693,0,0,9,0,0,0,0,0,0
Tmem14a,21,0,38,25,27,78,80,0,0
RP23-278E1.4,0,0,0,0,0,0,0,0,0
Gsta3,0,0,0,0,0,76,0,0,0
Gm28836,0,0,0,0,0,0,0,0,0
Gm7094,0,1,0,0,0,0,0,0,0
Gm4956,0,0,0,0,0,0,0,125,0
Gm21909,0,0,0,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0,0,0
Gm16329,0,0,0,0,0,0,0,0,0
Gm16327,0,0,0,0,0,0,0,0,0
Khdc1c,0,0,0,0,0,0,0,0,0
Gm2709,0,0,0,0,0,0,0,0,0
Gm16533,0,0,0,0,0,0,0,0,0
Khdc1b,0,0,0,0,0,0,0,0,0
Gm16328,0,0,0,0,0,0,0,0,0
Kcnq5,213,17,312,265,202,60,525,660,0
RP24-496H1.1,10,0,0,0,0,0,0,0,0
Gm7658,6,21,11,15,7,9,14,7,9
RP23-322P13.2,0,0,0,0,0,0,0,0,0
Gm26580,0,1,8,17,0,18,97,50,0
Gm5696,0,0,0,0,0,0,0,0,0
Gm28239,0,0,0,0,0,0,0,0,0
Rims1,0,0,0,0,0,0,0,0,0
Gm26866,0,0,0,0,0,0,0,0,0
Gm7761,0,0,0,0,0,0,0,0,0
Gm29506,0,0,0,0,0,0,0,0,0
4933415F23Rik,0,0,0,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0,0,0,0
RP23-28L24.5,0,0,0,0,0,0,0,0,0
Mir30a,0,0,0,0,0,0,0,0,0
Gm27028,0,0,0,0,0,0,0,0,0
Mir30c-2,0,0,0,0,0,0,0,0,0
Gm29107,0,0,0,0,0,0,0,0,0
Gm20954,0,0,0,0,0,0,0,0,0
Ogfrl1,1310,1706,2192,2168,1490,2158,733,17,763
Gm7784,0,1,0,1,0,0,0,0,0
Gm28822,0,0,0,0,0,0,0,0,0
B3gat2,0,0,0,0,0,0,0,0,0
Smap1,157,341,281,404,452,438,783,823,1205
1110058L19Rik,365,668,422,309,322,831,360,114,639
RP24-287C19.1,0,0,0,0,0,0,0,0,0
Fam135a,0,0,101,0,125,0,0,0,173
RP23-255J24.2,0,0,0,0,0,0,0,0,0
Gm26607,0,0,0,0,0,0,0,0,0
Col9a1,0,0,0,0,0,0,0,0,0
Col19a1,202,383,128,0,0,0,0,0,0
Gm26418,0,0,0,0,0,0,0,0,0
Tubb4b-ps2,2,4,7,3,2,4,3,6,1
Gm28439,7,9,17,12,8,10,5,15,13
Gm10222,1,11,2,3,4,1,1,2,1
Gm28438,1,191,1,5,58,2,1,72,4
Gm28437,226,341,267,282,224,260,184,352,281
Gm10925,47,92,76,101,54,94,55,95,79
Gm28661,33,45,52,50,39,46,25,54,67
Gm29216,56,59,50,66,43,42,29,88,56
Lmbrd1,385,1088,436,462,72,0,835,463,675
Gm28594,0,0,0,0,0,0,0,0,0
Gm28237,0,0,0,0,0,0,0,0,0
Gm9443,0,0,0,0,0,0,0,0,0
Gm29414,0,0,0,0,0,0,0,0,0
Bai3,0,0,0,0,0,0,0,0,0
Gm15702,0,0,0,0,0,0,0,0,0
RP23-21P2.4,0,0,0,0,0,0,0,0,0
Gm22260,0,0,0,0,0,0,0,0,0
RP23-21P2.3,0,0,0,0,0,0,0,0,0
RP23-21P2.2,0,0,0,0,0,0,0,0,0
RP23-21P2.5,0,0,0,0,0,0,0,0,0
RP23-21P2.6,0,0,0,0,0,0,0,0,0
RP23-21P2.7,0,0,0,0,0,0,0,0,0
RP23-21P2.8,0,0,0,0,0,0,0,0,0
Gm25294,0,0,0,0,0,0,0,0,0
RP23-347F2.2,0,0,0,0,0,0,0,0,0
Gm29214,0,0,0,0,0,0,0,0,0
RP23-347F2.1,0,0,0,0,0,0,0,0,0
RP23-478K4.2,0,0,0,0,0,0,0,0,0
RP23-478K4.1,0,0,0,0,0,0,0,0,0
RP23-478K4.3,0,0,0,0,0,0,0,0,0
RP23-184I13.2,0,0,0,0,0,0,0,0,0
RP23-184I13.3,0,0,0,0,0,0,0,0,0
RP23-184I13.4,0,0,0,0,0,0,0,0,0
RP23-184I13.5,0,0,0,0,0,0,0,0,0
RP23-184I13.6,0,0,4,0,0,0,0,0,0
RP23-184I13.7,0,0,0,0,0,0,0,0,0
RP23-184I13.8,0,0,0,0,0,0,0,0,0
RP23-184I13.1,0,0,0,0,0,0,0,0,0
Gm18443,0,0,0,0,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0,0
Gm28378,0,0,0,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0,0
n-R5s209,0,0,0,0,0,0,0,0,0
Gm19641,0,0,0,0,0,0,0,0,0
Gm5524,0,0,0,0,0,0,0,0,0
Gm18776,0,0,0,0,0,0,0,0,0
Gm19028,0,0,0,0,0,0,0,0,0
RP23-19M20.2,0,0,0,0,0,0,0,0,0
Gm7846,19,51,36,33,27,43,25,45,35
Gm597,0,0,0,0,0,0,0,0,0
Gm5697,0,0,0,0,0,0,0,0,1
Gm6462,0,0,0,0,0,0,0,0,0
Gm18033,0,0,0,0,0,0,0,0,0
Gm25586,0,0,0,0,0,0,0,0,0
Gm22679,0,0,0,0,0,0,0,0,0
Gm23785,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0
Gm5525,2,12,12,8,13,16,6,11,7
Gm7858,0,0,0,0,0,0,0,0,0
Gm23771,0,0,0,0,0,0,0,0,0
Gm27430,0,0,0,0,0,0,0,0,0
Gm9898,0,0,0,0,0,0,0,0,0
Gm6473,0,2,0,0,0,0,0,0,0
Gm2914,0,0,0,0,0,0,0,0,0
Phf3,515,684,1059,608,921,766,1139,6,1732
RP24-172B22.6,0,0,13,0,73,0,0,0,33
RP23-471J16.2,0,0,2,0,0,0,0,0,0
Ptp4a1,988,1375,1415,1352,1685,1249,1168,677,1621
Gm5698,0,0,0,0,0,0,0,0,0
Gm9458,0,0,0,0,0,0,0,0,0
Gm5699,0,0,0,0,0,0,0,0,0
Gm29669,0,0,0,0,0,0,0,0,0
Gm28644,0,0,0,0,0,0,0,0,0
Gm27362,0,0,0,0,0,0,0,0,0
4931428L18Rik,0,5,0,0,0,0,0,0,0
Gm29128,0,0,0,0,0,0,0,0,0
Gm7893,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,198,74
Gm28645,0,0,0,0,0,0,0,0,0
Gm6489,0,0,0,0,0,0,0,1,0
RP24-342F15.1,0,0,0,0,0,0,0,0,0
Gm10307,7,10,0,1,12,3,32,15,16
Gm23032,0,0,0,0,0,0,0,0,0
Gm7910,0,0,0,0,0,0,0,0,0
Khdrbs2,0,0,0,0,0,0,0,0,0
Gm25814,0,0,0,0,0,0,0,0,0
RP23-109J14.2,0,0,0,0,0,0,0,0,0
RP23-109J14.3,0,0,0,0,0,0,0,0,0
RP23-109J14.5,0,0,0,0,0,0,0,0,0
RP24-390L20.1,0,0,0,0,0,0,0,0,0
RP24-390L20.5,0,0,0,0,0,0,0,0,0
Gm5415,0,0,0,0,0,0,0,0,0
Gm24732,0,0,0,0,0,0,0,0,0
RP23-28G12.2,0,0,0,0,0,0,0,0,0
Gm23024,0,0,0,0,0,0,0,0,0
RP23-144E24.1,0,0,0,0,0,0,0,0,0
Gm28624,0,0,0,0,0,0,0,0,0
RP23-75G11.4,0,0,0,0,0,0,0,0,0
Gm7114,0,0,1,4,0,0,1,0,6
Gm4785,0,0,0,0,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0
RP23-154N2.3,0,0,0,0,0,0,0,0,0
Gm2987,0,0,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0,0,0
Gm18799,0,0,0,0,0,0,0,0,0
Gm7933,0,0,1,0,0,0,0,0,0
Gm23453,0,0,0,0,0,0,0,0,0
Prim2,859,1351,1814,1158,978,962,1105,0,924
Gm29228,0,1,0,0,0,0,0,0,0
RP24-423J19.3,0,0,0,0,0,0,0,0,0
Gm17813,0,0,1,0,0,0,0,0,0
RP24-423J19.1,25,27,9,0,16,0,61,0,0
RP24-423J19.7,0,0,0,0,0,0,0,0,0
Rab23,0,54,203,0,128,0,0,420,0
Bag2,372,682,813,634,693,614,164,419,589
RP23-32P22.1,0,0,0,0,0,0,0,0,0
Zfp451,1703,1968,1370,1937,1407,2344,2206,1628,1231
Gm15455,2,3,2,4,1,1,5,2,2
Bend6,0,50,0,0,0,0,0,0,0
RP23-32P22.2,0,0,0,0,0,0,0,0,0
Dst,0,0,0,0,0,0,0,0,60
AC123072.1,0,0,0,0,0,0,0,0,0
RP23-87D8.2,0,0,0,0,0,0,0,0,0
Gm28631,0,0,0,0,0,0,0,0,0
Gm23792,0,0,0,0,0,0,0,0,0
RP23-87D8.4,0,0,0,0,0,0,0,0,0
DST,0,0,0,0,0,0,0,0,0
Gm26788,0,0,0,0,0,0,0,0,0
RP24-422C24.2,0,0,0,0,0,0,0,0,0
RP24-422C24.3,0,0,0,0,0,0,0,0,0
RP24-152H15.5,0,0,0,0,0,0,0,0,0
RP24-152H15.4,0,0,0,0,0,0,0,0,0
Gm5266,0,0,0,0,0,0,0,0,0
Gm3052,0,0,0,0,0,0,0,0,0
mmu-mir-5103,0,0,0,0,0,0,0,0,309
Mir5103,0,0,0,0,0,0,0,0,0
Ccdc115,932,1177,1120,1119,708,415,1411,1225,1022
Gm28306,3,0,0,0,0,0,0,0,5
Imp4,1733,1924,2311,2314,2045,1612,2821,2166,1980
Ptpn18,612,986,1078,545,376,324,927,438,462
Gm28417,44,65,82,84,12,18,51,0,60
4930568A12Rik,97,72,43,0,26,25,0,0,0
Prss39,0,0,0,0,0,0,0,0,0
Gm28416,0,0,0,0,0,0,0,0,0
Cfc1,0,0,3,0,0,0,0,0,0
Gm28419,0,0,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0,0,0
1700101I19Rik,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0
Gm28418,0,0,0,0,0,0,0,0,0
RP24-70I14.5,0,0,0,0,0,0,0,0,0
RP24-70I14.6,0,0,0,0,0,0,0,0,0
RP24-70I14.4,0,0,0,0,0,0,0,0,0
Arhgef4,67,81,68,11,74,0,1,0,150
AC107766.1,0,0,0,0,0,0,0,0,0
RP23-166L24.2,0,0,0,0,0,0,0,0,0
RP23-348C6.5,0,0,0,0,0,0,0,0,0
RP23-348C6.3,0,0,1,0,0,0,0,0,0
Fam168b,3423,2725,4652,4019,4176,4773,5458,2991,5050
RP23-348C6.1,0,50,0,0,10,0,0,0,0
Plekhb2,1775,2401,2240,1695,2447,1568,7525,4924,7972
RP23-348C6.4,0,0,0,0,0,0,0,0,0
RP23-348C6.6,0,0,0,0,0,0,0,0,0
RP23-348C6.7,0,0,0,0,1,1,0,0,0
RP23-309D5.1,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0,0,0
RP24-550I15.1,0,0,0,0,0,0,0,0,0
Gm25634,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0,0
RP24-72B22.1,0,0,0,0,0,0,0,0,0
RP24-72B22.2,0,0,0,0,0,0,0,0,0
RP24-424K5.3,0,0,0,0,0,0,0,0,0
RP24-424K5.4,0,0,0,0,0,0,0,0,0
RP24-424K5.1,0,0,0,0,0,0,0,0,0
RP24-424K5.2,0,0,0,0,0,0,0,0,0
Hs6st1,1080,662,748,87,763,383,838,1093,1038
RP24-424K5.5,0,0,0,0,0,0,0,0,0
RP23-173H19.3,0,0,4,0,0,0,0,0,332
Uggt1,3503,2668,4247,3933,5672,1182,3665,895,3938
Mir6897,0,0,0,0,0,0,0,0,0
Neurl3,94,202,418,0,293,190,1088,1607,699
Arid5a,3227,2665,2953,5326,3655,3425,4183,2454,2169
RP23-134L6.5,0,0,0,0,0,0,0,0,0
Kansl3,425,778,1553,1510,1257,1223,1830,940,2067
Mir6898,0,0,0,0,0,0,0,0,0
Fer1l5,0,69,130,88,83,0,0,0,0
Lman2l,616,973,995,571,1363,355,369,462,504
Cnnm4,101,183,131,153,196,142,162,130,7
RP23-294I17.4,0,0,0,0,0,0,0,0,0
Cnnm3,1080,1097,1242,1375,1458,941,1654,0,1515
RP23-294I17.6,0,0,0,0,0,0,0,0,0
Ankrd23,24,0,10,0,0,0,0,0,21
ANKRD23,0,0,0,0,0,0,0,0,0
Ankrd39,344,245,260,63,266,183,103,250,379
Sema4c,186,207,271,349,156,0,195,883,124
D430040D24Rik,0,4,2,0,2,0,0,0,0
Fam178b,0,0,0,0,0,0,0,0,0
Gm6428,0,0,0,0,1,0,0,0,0
Gm24133,0,0,0,0,0,0,0,0,0
Cox5b,1077,1638,1928,1750,1424,1528,1607,1172,1309
Actr1b,1167,1569,1958,1619,1618,1546,1605,3052,1644
RP23-247A1.6,0,0,0,0,0,0,0,0,0
RP23-247A1.7,0,0,0,0,0,0,0,0,0
Zap70,43,0,66,0,24,220,418,0,536
Gm18828,0,0,0,0,0,0,0,0,0
Tmem131,876,1593,1506,777,1987,470,1868,638,1778
RP23-328J8.4,5,0,0,0,0,0,0,0,0
RP23-328J8.2,0,0,22,0,0,0,0,0,0
RP23-328J8.3,0,0,0,0,0,0,0,0,0
